id,adaptability,good_for_novice_owners,sensitivity_level,tolerates_being_alone,tolerates_cold_weather,tolerates_hot_weather,all_around_friendliness,affectionate_with_family,incredibly_kifriendly_dogs,dog_friendly,friendly_towarstrangers,health_grooming,amount_of_shedding,drooling_potential,easy_to_groom,general_health,potential_for_weight_gain,size,trainability,easy_to_train,intelligence,potential_for_mouthiness,prey_drive,tendency_to_bark_or_howl,wanderlust_potential,exercise_needs,energy_level,intensity,potential_for_playfulness,breed_group,height,weight,lifspan,adapts_well_to_apartment_living
2316,2,2,4.0,2,4,3,5,5,5,4,5,3,4,3,3,3,4,5,3,5,5,5,4.0,3,4,4.0,4,5.0,5,Working Dogs,19 to 24 inches,30 to 60 pounds,10 to 14 years,Resistant
2317,4,3,3.0,3,4,4,3,4,3,2,2,3,1,1,2,4,3,1,3,4,4,2,5.0,5,1,4.0,3,3.0,4,Herding Dogs,"Up to 1 foot, 2 inches tall at the shoulder",44 to 55 pounds. ,12 to 15 years,Versatile
2318,3,3,3.0,1,2,2,4,5,4,4,4,2,2,1,4,4,3,3,3,4,4,4,4.0,3,3,4.0,4,4.0,4,Mixed Breed Dogs,11 to 24 inches,13 to 18 pounds,12 to 15 years,Versatile
2319,3,2,4.0,1,1,3,3,4,4,2,2,2,2,1,2,2,3,2,3,2,4,4,4.0,5,3,3.0,4,3.0,3,Companion Dogs,21 to 25 inches at the shoulder,3 to 6 pounds,12 to 15 years,Versatile
2320,3,2,4.0,2,4,3,5,5,5,5,5,3,5,1,5,3,2,3,4,1,4,1,3.0,4,5,5.0,5,4.0,5,Terrier Dogs,14 to 18 inches,55 to 90 pounds,8 to 11 years,Flexible
2321,4,2,4.0,1,4,3,5,5,5,4,5,3,4,5,4,3,4,4,4,5,5,1,3.0,2,3,5.0,5,5.0,5,Mixed Breed Dogs,26 to 34 inches tall at the shoulder,30 to 80 pounds ,10 to 15 years ,Resistant
2322,3,2,2.0,3,3,2,4,4,5,2,5,2,2,1,2,1,3,5,3,5,3,4,2.0,2,2,3.0,3,2.0,1,Companion Dogs,"1 foot, 3 inches to 1 foot, 5 inches tall at the shoulder",90 to 120 pounds,12 to 15 years,Versatile
2323,3,2,4.0,2,1,2,5,4,4,3,1,3,4,2,3,5,2,3,3,5,4,4,2.0,2,3,4.0,4,3.0,4,Mixed Breed Dogs,16 to 25 inches,70 to 115 pounds,10 to 11 years,Moderate
2324,3,4,4.0,3,5,4,4,5,5,4,3,3,3,2,3,4,3,3,3,3,3,3,5.0,2,3,4.0,4,3.0,5,Herding Dogs,19 to 22 inches,60 to 95 pounds ,12 to 15 years,Moderate
2325,3,5,3.0,1,3,2,3,4,3,5,3,2,1,1,5,5,3,1,3,4,3,3,3.0,5,5,3.0,3,4.0,3,Companion Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,12 to 15 years,Versatile
2326,3,4,3.0,3,2,5,5,4,3,3,3,3,1,1,4,5,3,5,4,2,4,4,3.0,5,5,3.0,3,2.0,4,Herding Dogs,"1 foot, 8 inches to 2 feet, 1 inch tall at the shoulder",18 to 30 pounds,12 to 15 years,Flexible
2327,3,4,4.0,2,1,4,4,4,3,3,2,3,3,1,5,2,3,3,3,2,3,2,3.0,2,5,4.0,4,3.0,5,Mixed Breed Dogs,7 to 12 inches,15 to 35 pounds ,12 to 15 years,Versatile
2328,3,5,5.0,1,2,3,5,4,3,3,4,2,2,1,4,3,3,1,3,3,4,4,5.0,1,2,3.0,3,2.0,5,Companion Dogs,"1 foot to 1 foot, 2 inches tall at the shoulder",60 to 75 pounds,12 to 15 years,Versatile
2329,3,5,3.0,3,3,3,3,4,3,2,2,2,2,3,3,5,3,1,4,3,4,3,5.0,3,1,3.0,3,2.0,3,Companion Dogs,10 to 14 inches,10 to 25 pounds,12 to 14 years,Moderate
2330,3,3,5.0,2,4,4,3,4,3,2,3,3,3,1,5,4,3,1,4,3,4,4,5.0,5,4,4.0,5,5.0,5,Sporting Dogs,7 to 12 inches,15 to 35 pounds ,10 to 14 years,Resistant
2331,3,4,4.0,3,4,4,4,5,4,4,4,2,2,5,5,3,4,4,4,2,5,2,3.0,2,2,4.0,3,2.0,5,Mixed Breed Dogs,"1 foot, 1 inch to 1 foot, 5 inches tall at the shoulder",25 to 30 pounds,12 to 15 years,Hesitant
2332,4,5,5.0,3,2,3,4,5,4,3,3,3,1,1,3,5,3,1,3,4,4,2,1.0,2,3,3.0,3,2.0,4,Companion Dogs,16 to 25 inches ,90 to 120 pounds,12 to 15 years,Versatile
2333,3,2,2.0,1,4,4,5,5,5,5,3,3,1,1,5,4,3,3,3,3,5,2,4.0,2,3,4.0,5,3.0,5,Working Dogs,19 to 22 inches,45 to 60 pounds.,10 to 15 years,Hesitant
2334,3,3,4.0,1,4,3,4,5,4,5,4,4,4,2,3,4,3,4,4,5,5,5,3.0,2,3,4.0,5,4.0,5,Mixed Breed Dogs,"1 foot, 8 inches to 1 foot, 11 inches tall at the shoulder",9 to 13 pounds,12 to 15 years,Resistant
2335,3,4,4.0,2,4,3,5,5,5,3,4,3,3,2,3,4,5,3,4,3,5,1,5.0,4,3,4.0,5,3.0,5,Sporting Dogs,"1 foot, 9 inches to 2 feet, 2 inches tall at the shoulder",10 to 20 pounds,10 to 13 years,Hesitant
2336,3,3,4.0,2,3,2,4,5,5,5,5,3,3,2,2,2,3,3,4,5,4,5,4.0,4,5,4.0,4,5.0,5,Herding Dogs,16 to 22 inches,25 to 27 pounds,11 to 13 Years,Moderate
2337,2,2,2.0,3,5,2,5,4,3,1,4,3,2,5,3,1,4,3,2,3,3,3,2.0,2,1,3.0,2,3.0,5,Working Dogs,16 to 25 inches,10 to 30 pounds,8 to 10 years,Flexible
2338,2,4,4.0,3,5,2,5,5,4,2,5,4,3,4,4,1,4,2,4,4,4,4,3.0,3,4,4.0,5,2.0,4,Hybrid Dogs,16 to 25 inches,70 to 115 pounds,15 to 17 years,Hesitant
2339,3,1,4.0,2,2,2,3,5,5,1,2,3,2,1,5,2,5,3,3,3,4,2,3.0,3,5,4.0,4,4.0,4,Mixed Breed Dogs,21 to 25 inches at the shoulder,50 to 90 pounds,9 to 15 years,Flexible
2340,4,4,4.0,1,4,3,5,5,5,4,4,4,5,4,3,4,4,4,3,5,5,2,3.0,2,4,4.0,4,3.0,5,Mixed Breed Dogs,"2 feet to 2 feet, 2 inches tall at the shoulder",50 to 90 pounds,12 to 15 years,Flexible
2341,3,3,5.0,1,3,4,4,4,4,2,4,2,2,1,5,5,3,1,3,4,4,3,3.0,3,3,4.0,3,3.0,5,Companion Dogs,16 to 25 inches ,9 to 15 pounds,11 to 13 years,Versatile
2342,3,3,4.0,1,4,4,5,5,5,4,5,3,3,3,3,4,5,3,4,5,3,2,2.0,3,5,4.0,4,5.0,5,Sporting Dogs,12 to 17 inches ,20 to 30 pounds ,10 to 12 years,Moderate
2343,2,2,4.0,2,4,3,4,5,5,4,4,4,5,4,3,1,4,3,3,4,4,2,4.0,2,3,4.0,5,5.0,5,Working Dogs,20 to 27 inches ,75 to 120 pounds,10 to 16 years,Moderate
2344,3,2,2.0,3,3,1,4,5,4,2,5,4,4,1,5,3,3,4,3,3,4,3,2.0,2,3,5.0,5,3.0,1,Hound Dogs,10 to 25 inches,70 to 80 pounds,12 to 15 years,Resistant
2345,3,2,5.0,1,1,4,5,5,5,2,5,3,5,1,3,4,5,3,4,3,4,5,5.0,3,5,4.0,5,4.0,5,Hound Dogs,"Up to 1 foot, 2 inches tall at the shoulder",70 to 130 pounds,10 to 12 years,Resistant
2346,4,4,4.0,2,4,3,4,4,4,5,2,3,3,1,3,3,5,3,4,4,3,2,5.0,2,1,4.0,4,3.0,3,Companion Dogs,17 to 20 inches.,18 to 30 pounds,8 to 13 years,Moderate
2347,3,4,4.0,2,2,4,5,4,5,1,3,3,2,1,2,5,5,2,4,2,3,4,3.0,1,5,5.0,5,4.0,5,Mixed Breed Dogs,22 to 30 inches.,120 to 180 pounds,10 to 12 years,Flexible
2348,3,2,3.0,2,4,4,4,5,4,4,3,3,2,1,3,4,3,3,5,3,4,2,3.0,2,3,4.0,5,3.0,4,Herding Dogs,19½ to 21 inches for males and 18½ to 20 inches for females,75 to 120 pounds,10 to 12 years,Moderate
2349,4,3,3.0,2,5,3,5,5,5,5,5,3,5,1,1,3,3,3,3,3,3,4,5.0,4,3,4.0,4,2.0,4,Companion Dogs,16 to 25 inches,30 to 60 pounds,12 to 15 years,Moderate
2350,3,1,4.0,2,1,2,3,4,2,2,3,3,5,1,5,5,5,2,4,3,4,2,5.0,4,4,3.0,4,4.0,5,Working Dogs,22 inches to 26 inches tall at the shoulder,7 to 9 pounds,10 to 12 years,Hesitant
2351,2,2,5.0,3,5,1,5,5,5,1,3,3,4,4,1,2,3,4,3,4,4,5,2.0,4,1,4.0,4,1.0,4,Sporting Dogs,12 to 15 inches. ,30 to 60 pounds,10 to 13 years,Moderate
2352,4,4,4.0,3,4,2,5,5,5,5,4,3,2,1,3,4,2,2,4,4,4,2,2.0,2,2,4.0,4,3.0,4,Working Dogs,"1 foot, 5 inches to 1 foot, 9 inches tall at the shoulder",50 to 70 pounds,10 to 14 years,Moderate
2353,2,1,4.0,1,5,1,5,5,5,5,1,4,4,5,4,1,3,5,4,5,5,4,4.0,3,3,5.0,5,5.0,4,Working Dogs,24 to 31 inches tall at the shoulder,33 to 55 pounds,10 to 12 years,Resistant
2354,2,3,3.0,5,5,4,5,5,3,1,1,4,4,3,3,2,4,2,4,5,3,4,5.0,2,4,2.0,4,3.0,3,Working Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",18 to 30 pounds,8 to 10 years,Moderate
2355,3,3,5.0,3,3,2,3,3,3,3,3,2,3,1,3,3,3,2,3,3,3,4,2.0,2,2,4.0,3,3.0,4,Companion Dogs,10 to 14 inches,45 to 55 pounds,10 to 15 years,Versatile
2356,2,2,3.0,2,4,3,5,5,5,4,5,4,4,5,3,3,4,3,4,4,5,5,4.0,2,3,4.0,4,2.0,5,Working Dogs,24 to 31 inches tall at the shoulder,15 to 17 pounds,12 to 16 years,Resistant
2357,3,1,4.0,1,4,4,5,5,5,5,4,3,4,1,5,4,2,4,4,2,5,4,3.0,2,3,5.0,5,4.0,5,Herding Dogs,26 to 35 inches,Starts at 20 pounds,10 to 12 years,Resistant
2358,4,3,3.0,3,4,3,5,4,4,3,3,3,3,2,3,3,5,2,4,3,4,2,5.0,4,4,4.0,4,2.0,4,Mixed Breed Dogs,"1 foot, 9 inches to 2 feet, 2 inches tall at the shoulder",18 to 30 pounds,12 to 14 years,Flexible
2359,4,4,3.0,3,5,3,5,5,5,5,1,3,3,2,3,3,2,3,4,3,4,2,4.0,4,4,4.0,4,2.0,4,Hound Dogs,19 to 24 inches,30 to 60 pounds,13 to 18 years,Moderate
2360,4,4,3.0,3,3,2,4,5,4,5,5,3,3,1,4,3,3,3,4,3,4,4,4.0,2,2,4.0,3,2.0,4,Working Dogs,12 to 16 inches,70 to 115 pounds,12 to 15 years,Flexible
2361,3,4,4.0,2,3,3,3,4,4,3,3,2,1,1,5,2,3,3,3,4,4,4,4.0,4,2,4.0,3,4.0,4,Companion Dogs,21 to 25 inches at the shoulder,9 to 15 pounds,12 to 15 years,Versatile
2362,2,3,5.0,1,2,4,4,5,4,4,4,4,1,2,5,3,3,4,3,5,5,3,3.0,3,3,5.0,5,4.0,5,Mixed Breed Dogs,8 to 18 inches ,Starts at 20 pounds,12 to 15 years,Resistant
2363,3,3,4.0,2,3,3,5,4,5,2,4,3,3,1,5,4,2,3,4,5,4,2,3.0,2,3,5.0,4,5.0,5,Herding Dogs,"1 foot, 3 inches to 1 foot, 8 inches tall at the shoulder",Up to 35 pounds,10 to 12 years,Hesitant
2364,3,3,3.0,3,2,4,4,5,3,3,3,3,4,1,5,4,3,3,4,4,4,4,3.0,4,5,5.0,5,4.0,5,Herding Dogs,"1 foot, 8 inches to 2 feet, 3 inches tall at the shoulder",5 to 20 pounds ,12 to 15 years,Moderate
2365,3,2,4.0,1,4,3,4,5,4,3,4,3,1,1,3,4,1,2,3,4,4,4,3.0,2,3,4.0,4,4.0,4,Herding Dogs,"1 foot, 1 inch to 1 foot, 5 inches tall at the shoulder",70 to 80 pounds,12 to 15 years,Resistant
2366,3,2,5.0,2,2,3,5,5,5,3,5,3,5,4,3,3,2,3,4,1,4,4,5.0,4,5,4.0,4,3.0,4,Hound Dogs,16 to 25 inches,7 to 12 pounds,9 to 12 years,Resistant
2367,3,3,4.0,3,3,4,4,4,3,4,3,3,2,1,2,5,4,1,3,2,4,4,5.0,3,5,4.0,4,3.0,5,Herding Dogs,21 to 25 inches at the shoulder,55 to 70 pounds,12 to 15 years,Versatile
2368,3,4,3.0,1,1,4,3,4,5,5,2,3,3,1,4,3,3,3,4,3,4,2,5.0,4,5,2.0,3,3.0,4,Working Dogs,"1 foot, 1 inch to 1 foot, 3 inches tall at the shoulder",18 to 30 pounds,12 to 16 years,Resistant
2369,4,5,5.0,2,4,4,4,4,5,3,4,3,2,1,4,4,2,2,3,3,4,2,3.0,4,2,4.0,4,3.0,4,Companion Dogs,"1 foot, 11 inches to 2 feet, 6 inches tall at the shoulder",35 - 60 pounds,10 to 15 years,Flexible
2370,2,2,2.0,4,5,1,4,2,2,1,2,4,5,3,4,1,3,5,2,3,3,5,1.0,4,1,3.0,2,2.0,2,Working Dogs,12 to 15 inches. ,110 to 200 pounds,12 to 16 years ,Resistant
2371,2,3,4.0,3,4,3,4,5,5,5,5,3,4,2,3,3,2,3,4,3,4,2,3.0,4,4,4.0,5,3.0,5,Sporting Dogs,12 to 15 inches ,13 to 17 pounds,12 to 13 years,Resistant
2372,4,4,5.0,2,4,3,5,5,5,5,5,3,3,1,4,3,3,2,3,3,4,4,4.0,4,4,4.0,4,4.0,4,Mixed Breed Dogs,"1 foot, 9 inches to 2 feet, 2 inches tall at the shoulder",25 to 35 pounds. ,12 to 16 years,Flexible
2373,3,3,5.0,2,2,4,3,4,3,2,2,3,3,1,2,4,3,1,4,5,4,1,4.0,4,5,5.0,5,4.0,5,Terrier Dogs,21 to 25 inches at the shoulder,120 to 180 pounds,12 to 15 years,Flexible
2374,4,3,3.0,3,4,3,5,5,4,3,3,3,1,2,4,4,3,3,3,4,4,2,5.0,4,3,4.0,4,3.0,4,Hound Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",30 to 60 pounds,8 to 10 years,Moderate
2375,3,3,4.0,1,3,4,5,5,5,5,4,3,1,1,5,4,3,3,4,5,4,5,3.0,4,5,5.0,5,5.0,5,Mixed Breed Dogs,12 to 13 inches ,120 to 180 pounds,10 to 14 years,Versatile
2376,3,5,4.0,5,1,2,3,4,3,3,3,2,1,1,1,5,3,1,3,3,4,4,4.0,2,1,3.0,3,3.0,4,Companion Dogs,"Up to 1 foot, 2 inches tall at the shoulder",3 to 6 pounds,12 to 15 years,Versatile
2377,3,5,3.0,2,4,3,5,5,5,5,5,3,2,1,4,3,5,3,3,3,4,4,5.0,4,5,4.0,4,2.0,4,Terrier Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",30 to 60 pounds,10 to 12 years.,Resistant
2378,4,2,4.0,1,3,2,1,4,3,4,2,3,3,1,3,2,3,2,3,4,3,3,1.0,1,3,3.0,4,3.0,3,Hybrid Dogs,12 to 16 inches ,18 to 30 pounds,11 to 14 years,Versatile
2379,3,3,3.0,2,5,3,4,4,5,3,3,3,3,1,3,4,3,3,4,1,4,3,5.0,4,4,3.0,4,2.0,4,Sporting Dogs,12 to 16 inches,18 to 30 pounds,10 to 11 years,Resistant
2380,3,2,4.0,1,4,4,4,4,5,5,2,3,4,1,4,3,5,3,5,2,4,4,1.0,4,4,4.0,4,2.0,4,Sporting Dogs,22 inches to 26 inches tall at the shoulder,7 to 12 pounds,10 to 12 years,Flexible
2381,3,4,4.0,1,5,4,5,5,5,3,4,4,4,1,4,2,4,4,4,5,3,4,3.0,2,3,4.0,5,4.0,5,Mixed Breed Dogs,"2 feet to 2 feet, 5 inches tall at the shoulder",13 to 18 pounds,10 to 12 years,Flexible
2382,2,2,5.0,3,4,2,5,5,2,2,5,3,3,5,3,4,4,3,3,3,5,3,4.0,1,4,4.0,4,2.0,4,Working Dogs,19 to 24 inches,30 to 60 pounds,12 to 14 years,Resistant
2383,3,5,4.0,1,3,3,4,5,5,4,3,3,1,1,2,3,4,2,3,4,4,2,4.0,2,2,4.0,4,3.0,4,Companion Dogs,26 to 35 inches,30 to 80 pounds ,12 to 15 years,Versatile
2384,2,2,2.0,3,5,1,1,4,5,1,1,4,4,4,1,3,3,5,3,3,4,5,2.0,1,3,,2,1.0,2,Working Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",18 to 30 pounds,8 to 10 years,Resistant
2385,3,2,3.0,2,1,3,3,4,3,3,3,3,1,1,2,4,3,1,4,3,4,4,4.0,4,2,3.0,3,2.0,4,Terrier Dogs,7 to 12 inches,45 to 100 pounds,12 to 15 years,Flexible
2386,3,4,,1,2,4,4,4,4,2,3,3,2,1,4,5,4,1,4,5,3,3,3.0,1,3,4.0,4,2.0,4,Mixed Breed Dogs,22 to 30 inches.,13 to 18 pounds,13 to 14 years,Versatile
2387,3,3,3.0,4,4,4,5,5,3,5,4,3,2,1,5,5,2,2,4,2,5,3,5.0,4,5,4.0,3,4.0,5,Terrier Dogs,"Up to 1 foot, 2 inches tall at the shoulder",44 to 55 pounds. ,12 to 14 years,Flexible
2388,3,2,4.0,1,1,2,3,4,3,3,2,3,2,1,4,2,2,1,3,2,4,4,1.0,3,2,3.0,3,4.0,3,Mixed Breed Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,12 to 15 years,Flexible
2389,2,2,5.0,2,4,4,5,5,5,5,5,3,5,5,3,2,3,3,4,1,5,5,5.0,4,5,5.0,4,5.0,5,Hound Dogs,9 inches to 1 foot tall at the shoulder,30 to 60 pounds,10 to 12 years,Resistant
2390,3,2,3.0,2,1,2,3,5,4,3,4,2,2,1,5,4,4,1,3,3,4,4,5.0,4,3,4.0,3,3.0,3,Herding Dogs,10 to 25 inches,55 to 90 pounds,12 to 15 years,Flexible
2391,3,3,3.0,1,2,2,3,4,5,2,5,3,2,1,4,5,2,3,4,3,3,2,5.0,4,5,4.0,4,2.0,4,Mixed Breed Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",50 to 65 pounds,8 to 12 years,Resistant
2392,3,2,2.0,2,4,3,4,4,5,2,2,4,4,1,2,4,3,3,4,5,4,2,5.0,3,5,4.0,5,4.0,3,Sporting Dogs,12 to 16 inches,14 to 16 pounds,10 to 14 years,Hesitant
2393,3,4,5.0,1,2,2,4,5,4,2,2,2,2,1,1,4,4,1,4,4,4,3,2.0,2,1,3.0,3,1.0,4,Mixed Breed Dogs,21 to 25 inches at the shoulder,70 to 80 pounds,13 to 14 years,Versatile
2394,4,2,3.0,2,5,3,2,5,5,5,3,3,3,3,3,4,3,3,4,3,4,4,5.0,4,3,4.0,4,3.0,4,Hound Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",30 to 60 pounds,8 to 10 years,Resistant
2395,3,4,2.0,2,4,3,3,5,3,3,3,3,3,1,1,3,2,3,3,3,5,4,2.0,3,1,3.0,3,2.0,4,Working Dogs,10 to 14 inches,18 to 30 pounds,11 to 13 years,Versatile
2396,3,2,4.0,2,2,2,4,5,4,4,3,3,4,1,5,3,5,2,4,4,4,4,4.0,1,2,4.0,4,4.0,5,Mixed Breed Dogs,8 to 18 inches ,30 to 80 pounds ,13 to 15 years,Hesitant
2397,3,2,4.0,3,2,2,4,4,4,2,2,2,3,1,5,3,3,2,3,4,4,3,3.0,2,1,3.0,2,3.0,5,Mixed Breed Dogs,16 to 25 inches ,13 to 18 pounds,12 to 15 years,Versatile
2398,3,3,2.0,2,2,3,4,4,4,3,2,2,2,1,2,5,3,3,5,4,4,3,4.0,4,3,4.0,4,3.0,4,Terrier Dogs,"1 foot, 1 inch to 1 foot, 5 inches tall at the shoulder",26 to 34 pounds,10 to 15 years,Flexible
2399,3,3,3.0,3,1,3,3,4,3,3,2,3,3,1,1,3,3,2,3,3,3,3,5.0,5,2,3.0,2,3.0,4,Hound Dogs,10 to 14 inches,18 to 30 pounds,12 to 12 years,Versatile
2400,3,4,3.0,3,5,3,3,4,5,5,5,3,4,1,2,4,3,3,4,3,4,4,3.0,4,4,3.0,5,2.0,5,Sporting Dogs,10 to 14 inches,110 to 200 pounds,10 to 12 years,Flexible
2401,4,4,5.0,2,3,4,4,5,4,5,3,3,4,3,3,4,4,2,3,5,4,2,3.0,2,4,4.0,4,3.0,4,Companion Dogs,12 to 15 inches ,30 to 60 pounds,12 to 15 years,Hesitant
2402,3,2,3.0,1,3,1,4,5,2,4,3,4,4,3,1,2,3,5,3,4,4,2,2.0,2,2,3.0,3,3.0,4,Herding Dogs,"1 foot, 4 inches to 1 foot, 5 inches tall at the shoulder",37 to 62 pounds,12 to 14 years,Hesitant
2403,3,2,4.0,1,4,2,4,5,4,4,4,4,4,1,5,3,4,4,3,5,4,3,4.0,2,2,,4,4.0,5,Mixed Breed Dogs,"1 foot, 1 inch to 1 foot, 5 inches tall at the shoulder",Starts at 20 pounds,12 to 16 years,Hesitant
2404,3,3,3.0,3,2,3,4,4,4,3,2,3,4,1,1,3,3,3,4,3,4,4,2.0,3,4,4.0,3,2.0,4,Mixed Breed Dogs,17 to 20 inches.,30 to 60 pounds,13 to 18 years,Resistant
2405,3,4,3.0,3,2,5,4,5,4,3,2,4,1,4,3,4,2,3,3,2,4,2,2.0,4,2,4.0,3,3.0,4,Companion Dogs,12 to 16 inches,70 to 115 pounds,12 to 15 years,Versatile
2406,2,2,4.0,1,2,3,5,5,5,4,4,4,1,2,3,4,3,4,4,3,4,3,4.0,2,4,5.0,5,3.0,5,Sporting Dogs,"2 feet, 1 inch to 2 feet, 3 inches tall at the shoulder",25 to 46 pounds,14 to 17 years,Resistant
2407,4,2,4.0,1,1,4,4,5,4,2,3,2,2,1,5,4,3,1,3,2,4,3,4.0,2,2,5.0,5,4.0,5,Mixed Breed Dogs,16 to 25 inches ,40 to 180 pounds,12 to 15 years,Versatile
2408,3,4,3.0,2,2,2,4,5,5,4,2,3,1,1,3,3,3,4,4,4,4,2,3.0,2,3,5.0,3,3.0,4,Herding Dogs,"2 feet, 2 inches to 2 feet, 8 inches tall at the shoulder",120 to 200 pounds,12 to 15 years,Flexible
2409,3,3,3.0,3,1,3,3,4,3,2,2,2,1,1,2,5,3,2,4,2,4,4,5.0,5,4,3.0,4,4.0,3,Companion Dogs,"Up to 1 foot, 2 inches tall at the shoulder",45 to 100 pounds,9 to 15 years,Versatile
2410,4,2,3.0,2,4,3,5,5,5,3,5,3,3,4,1,3,3,4,3,4,5,3,3.0,2,1,4.0,4,3.0,4,Sporting Dogs,19 to 24 inches,30 to 60 pounds,10 to 14 years,Hesitant
2411,3,2,3.0,1,2,3,5,5,5,2,2,3,2,1,4,4,4,2,4,3,3,4,2.0,4,3,3.0,3,3.0,5,Mixed Breed Dogs,22 to 30 inches.,55 to 90 pounds,12 to 14 years,Versatile
2412,3,5,3.0,3,3,2,4,4,3,3,3,3,2,1,2,2,3,1,3,3,4,4,2.0,2,1,3.0,3,2.0,3,Companion Dogs,10 to 14 inches,45 to 55 pounds,12 to 18 years,Versatile
2413,3,2,4.0,1,4,3,4,5,5,4,4,3,4,2,5,4,2,3,4,5,5,3,3.0,3,3,5.0,5,5.0,5,Sporting Dogs,8 to 18 inches ,Starts at 20 pounds,10 to 14 years,Resistant
2414,4,3,5.0,2,5,3,5,5,5,3,2,3,3,2,4,3,2,2,3,3,4,2,5.0,4,3,4.0,4,3.0,4,Mixed Breed Dogs,19 to 24 inches,30 to 60 pounds,13 to 14 years,Moderate
2415,3,2,4.0,1,3,4,4,5,4,4,4,3,2,1,5,3,3,4,3,4,4,5,3.0,3,2,3.0,4,3.0,4,Mixed Breed Dogs,20 to 25 inches,Starts at 20 pounds,12 to 15 years ,Versatile
2416,3,3,4.0,1,3,4,3,4,4,2,3,3,1,1,5,4,5,3,4,2,4,3,3.0,5,3,,5,4.0,5,Terrier Dogs,16 to 25 inches ,9 to 15 pounds,12 to 14 years,Versatile
2417,4,2,4.0,1,2,4,4,5,4,4,4,4,4,1,4,3,4,4,3,5,5,3,,2,3,4.0,5,4.0,5,Mixed Breed Dogs,20 to 25 inches,Starts at 20 pounds,12 to 15 years,Hesitant
2418,4,5,3.0,1,1,2,5,5,4,5,5,2,3,1,2,3,5,2,3,4,3,4,1.0,3,3,2.0,2,1.0,4,Companion Dogs,12 to 15 inches. ,30 to 60 pounds,12 to 15 years,Versatile
2419,3,3,4.0,1,4,3,4,5,4,3,3,3,4,1,4,4,4,3,3,4,4,2,3.0,2,3,4.0,5,3.0,4,Herding Dogs,"1 foot, 9 inches to 2 feet tall at the shoulder",20 to 45 pounds,13 to 15 years,Moderate
2420,3,2,3.0,1,2,3,3,5,4,4,4,3,3,1,3,3,4,2,3,4,3,3,3.0,2,2,3.0,4,3.0,4,Mixed Breed Dogs,10 inches to 1 foot tall at the shoulder,20 to 75 pounds,12 to 15 years,Versatile
2421,3,3,3.0,2,4,3,4,5,2,3,2,3,3,3,3,3,2,3,2,4,3,4,2.0,3,4,4.0,4,3.0,4,Sporting Dogs,12 to 15 inches. ,70 to 115 pounds,12 to 16 years,Moderate
2422,3,2,3.0,3,5,4,3,5,3,1,3,3,3,3,1,3,3,3,4,2,4,2,5.0,1,5,4.0,4,4.0,4,Mixed Breed Dogs,12 to 15 inches. ,18 to 30 pounds,12 to 16 years,Moderate
2423,3,1,4.0,2,4,4,5,5,5,5,4,3,4,2,3,3,2,4,4,5,5,3,3.0,4,3,4.0,4,5.0,5,Sporting Dogs,"2 feet, 2 inches to 2 feet, 8 inches tall at the shoulder",25 to 35 pounds. ,10 to 14 years,Moderate
2424,3,1,4.0,2,2,2,4,4,3,3,2,2,2,1,5,5,3,1,3,2,3,2,5.0,2,3,4.0,4,4.0,4,Mixed Breed Dogs,16 to 25 inches ,9 to 15 pounds,12 to 15 years,Flexible
2425,3,3,4.0,2,4,2,4,5,4,3,2,3,3,1,3,2,4,1,3,4,3,3,1.0,5,5,3.0,5,2.0,4,Working Dogs,22 inches to 26 inches tall at the shoulder,10 to 20 pounds,12 to 14 years,Versatile
2426,3,1,3.0,2,2,3,5,5,5,5,3,3,5,2,3,3,3,5,4,3,4,5,2.0,3,2,4.0,4,2.0,4,Mixed Breed Dogs,12 to 15 inches. ,30 to 60 pounds,12 to 18 years. Tiny Bernedoodles tend to live longer than standard.,Resistant
2427,3,2,4.0,1,4,2,4,5,5,4,5,3,4,2,3,4,3,4,4,4,5,3,3.0,3,2,4.0,5,3.0,5,Mixed Breed Dogs,"2 feet, 2 inches to 2 feet, 6 inches tall at the shoulder",90 to 150 pounds. ,12 to 15 years,Hesitant
2428,3,2,3.0,3,3,3,4,5,4,3,4,4,4,2,4,4,4,5,4,4,4,3,1.0,2,2,4.0,3,3.0,5,Mixed Breed Dogs,"1 foot, 9 inches to 2 feet tall at the shoulder",50 to 60 pounds,12 to 15 years,Moderate
2429,3,1,4.0,3,3,2,4,5,4,4,4,4,4,2,4,3,3,3,4,2,4,4,4.0,2,3,5.0,2,2.0,5,Herding Dogs,"1 foot, 8 inches to 2 feet, 3 inches tall at the shoulder",45 to 70 pounds,12 to 15 years,Moderate
2430,3,2,4.0,3,4,2,3,5,1,4,2,3,4,1,4,3,3,2,4,3,4,2,5.0,4,4,4.0,4,4.0,4,Mixed Breed Dogs,"1 foot, 4 inches to 1 foot, 5 inches tall at the shoulder",50 to 110 pounds,12 to 14 years,Resistant
